"Timestamp","ID","Language","AtLeastOneOpenResponse","COVIDStatus5","COVIDStatus4","COVIDStatus3","COVIDStatus2","COVIDStatus1","COVIDStatus0","Isolation","DP2","DP1","DP5","DP4","DP3","Erg2","Erg6","Erg4","Erg5","Erg3","Erg1","WHO5B3","WHO5B4","WHO5B5","WHO5B2","WHO5B1","WHO5S2","WHO5S3","WHO5S5","WHO5S1","WHO5S4","HPQB1","HPQB7","HPQB3","HPQB6","HPQB5","HPQB4","HPQB2","HPQB8","HPQS1","HPQS4","HPQS6","HPQS3","HPQS5","HPQS2","HPQS7","HPQS8","PerformanceOthers","PerB1item","PerS1item","RolesIncludeDeveloper","YearsOfExperience","YearsOfWorkFromHomeExperience","Fulltime","Age","Gender","Country","Education","OrganizationSize","Disabilities","OS1_y","OS1_h","OS2_y","OS2_h","OS3_y","OS3_h","OS4_y","OS4_h","OS5_y","OS5_h","OS6_y","OS6_h","OS7_y","OS7_h","OS8_y","OS8_h","OS9_y","OS9_h","OS10_y","OS10_h","OS11_y","OS11_h","OS12_y","OS12_h","OS13_y","OS13_h","OS14_y","OS14_h","OS15_y","OS15_h","OS16_y","OS16_h","OS17_y","OS17_h","OS18_y","OS18_h","OS19_y","OS19_h","OS20_y","OS20_h","OS21_y","OS21_h","OS22_y","OS22_h","COVIDStatus","AdultCohabitants","ChildCohabitants","FearResilience"
"2020-04-06 14:04:13 UTC",370,"English",1,0,0,0,0,0,1,3,1,5,5,4,3,5,5,5,5,6,5,4,5,3,5,4,5,5,5,5,5,3,1,2,3,3,3,2,5,4,1,2,2,1,2,1,7,5,7,9,1,17,0,1,5,"Male","Germany",4,2,1,1,1,1,1,1,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,1,1,1,1,NA,NA,1,1,1,1,0,-4.1
"2020-04-06 14:07:25 UTC",371,"English",0,0,0,0,0,0,1,3,1,5,4,4,4,3,5,6,1,6,1,5,4,4,4,5,5,5,5,5,5,4,1,3,2,2,3,2,6,4,2,2,2,2,2,1,6,4,3,2,1,11,5,1,4,"Male","Germany",4,6,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,NA,NA,0,1,0,1,0,1,0,1,0,1,NA,NA,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,-3.5
"2020-04-06 14:08:21 UTC",372,"English",0,0,0,0,0,0,1,3,1,4,5,5,2,5,4,5,4,5,4,5,5,5,4,5,4,5,4,4,4,3,2,2,1,1,1,2,4,3,2,2,2,2,2,2,5,7,7,7,1,13,3,1,6,"Male","Germany",4,3,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,NA,NA,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,2,NA
"2020-04-06 14:09:11 UTC",373,"English",1,0,0,0,0,0,1,2,2,3,4,5,2,5,5,5,5,4,5,4,3,4,3,4,4,3,4,3,4,3,1,2,2,2,2,2,5,3,2,2,2,2,2,1,5,6,8,8,1,20,20,1,7,"Male","Germany",4,2,1,1,1,NA,NA,1,1,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,1,1,0,-2.6
"2020-04-06 14:14:23 UTC",374,"English",0,0,0,0,0,0,1,3,1,5,1,5,1,6,2,5,1,6,2,6,6,6,5,6,5,2,4,3,4,5,2,1,2,2,1,1,7,2,4,4,3,3,3,3,3,9,10,5,0,22,2,1,6,"Female","Germany",4,4,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,NA,NA,1,0,1,0,1,0,NA,NA,0,1,1,0,NA,NA,1,0,1,0,1,0,1,0,1,0,1,0,0,NA
"2020-04-06 14:14:53 UTC",375,"English",1,0,0,0,0,0,1,3,2,4,5,4,5,6,6,4,6,5,6,5,5,5,6,6,4,5,5,5,4,3,1,3,3,2,2,2,4,2,3,3,3,2,2,1,4,6,7,7,1,1,0,1,3,"Male","Germany",3,2,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,2,0,-1.5
"2020-04-06 14:17:49 UTC",376,"English",0,0,0,0,0,0,1,3,1,5,2,5,1,6,5,4,4,5,6,5,5,5,5,5,5,5,5,5,6,NA,NA,3,NA,2,NA,2,5,NA,NA,NA,NA,NA,NA,NA,5,8,8,7,1,30,5,1,9,"Male","Germany",4,6,1,NA,NA,NA,NA,1,0,1,0,1,0,1,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,0,1,NA,NA,NA,NA,1,NA,NA,NA
"2020-04-06 14:18:47 UTC",377,"English",1,0,0,0,0,0,1,3,1,4,5,5,4,5,3,4,3,5,3,5,5,5,6,5,3,2,5,4,3,3,2,1,4,3,3,3,5,3,4,4,4,4,3,3,4,6,7,5,1,3,3,1,3,"Male","Germany",4,4,1,0,1,0,1,NA,NA,NA,NA,1,0,1,0,NA,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,1,1,1,-3.5
"2020-04-06 14:19:31 UTC",378,"English",0,0,0,0,0,0,1,3,4,5,4,4,3,5,4,5,3,6,4,4,4,5,5,4,5,5,4,5,4,3,2,3,4,2,3,3,6,4,3,2,3,2,2,1,6,6,8,8,1,5,0,1,4,"Male","Germany",5,2,1,1,1,0,1,0,1,NA,NA,1,0,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,1,1,1,1,0,0,-3.1
"2020-04-06 14:21:25 UTC",379,"English",1,0,0,0,0,0,1,3,4,5,5,5,5,4,5,6,6,6,5,1,4,2,5,5,1,2,5,4,5,4,1,1,2,2,2,2,5,3,2,2,1,2,2,1,5,8,8,8,1,5,8,1,5,"Male","Germany",3,6,1,1,0,1,0,1,0,NA,NA,0,1,NA,NA,1,0,1,0,1,0,NA,NA,NA,NA,1,0,NA,NA,0,1,NA,NA,NA,NA,1,0,1,0,1,0,NA,NA,1,0,1,0,1,0,0,-1.1
"2020-04-06 14:24:43 UTC",380,"English",1,0,0,0,0,0,1,2,1,3,5,5,4,4,5,5,5,5,4,4,5,4,5,4,5,4,4,5,4,3,1,2,2,2,3,2,5,2,2,2,2,2,1,1,5,8,8,7,1,20,0,1,7,"Male","Germany",4,5,1,1,0,1,0,1,0,NA,NA,1,0,1,0,1,0,1,0,1,0,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,1,0,1,0,1,2,1,-4.1
"2020-04-06 14:25:30 UTC",381,"English",0,0,0,0,0,0,1,3,5,3,5,5,5,5,2,5,2,4,3,4,4,5,5,5,4,3,3,4,3,3,2,2,3,2,3,2,5,2,3,3,3,3,2,3,5,6,8,6,1,7,4,0,6,"Male","Germany",4,3,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,-1.6
"2020-04-06 14:28:08 UTC",382,"English",1,0,0,0,0,0,1,2,4,5,5,5,3,5,6,6,5,6,5,6,5,5,5,5,4,5,5,5,4,3,1,2,2,1,2,1,6,3,2,2,1,1,1,1,6,5,7,7,1,13,0,1,8,"Male","Germany",4,3,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,-2.3
"2020-04-06 14:31:09 UTC",383,"English",0,0,0,0,0,0,1,3,1,5,4,5,4,6,5,5,5,4,6,4,3,6,3,3,5,5,5,5,5,4,1,2,2,2,2,2,6,4,2,2,2,2,2,2,6,5,6,8,1,17,2,1,7,"Male","Germany",4,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,0,1,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,2,-1.5
"2020-04-06 14:31:45 UTC",384,"English",0,0,0,0,0,0,1,3,3,3,5,4,5,6,6,6,6,6,5,5,5,5,5,5,5,5,4,5,5,4,2,1,2,1,2,1,6,4,2,2,1,1,1,2,7,7,9,9,1,22,5,1,6,"Male","Germany",2,4,1,1,0,1,0,1,0,NA,NA,1,0,1,0,1,0,1,0,1,0,NA,NA,1,0,1,0,1,0,NA,NA,1,0,1,0,NA,NA,1,0,1,0,1,0,1,0,1,0,1,1,0,-1.3
"2020-04-06 14:36:39 UTC",385,"English",1,0,0,0,0,0,0,3,2,2,1,4,3,5,4,2,5,4,2,5,5,5,5,4,5,3,4,3,3,3,1,2,2,2,1,2,5,3,3,3,4,2,2,1,2,6,7,3,1,2,0,1,3,"Female","Germany",3,4,1,1,1,1,1,1,1,NA,NA,1,1,1,1,NA,NA,NA,NA,0,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,1,1,0,-2.9
"2020-04-06 14:38:41 UTC",386,"English",0,0,0,0,0,0,1,2,1,5,5,3,2,4,4,5,3,4,3,4,5,4,4,5,3,3,3,4,3,1,1,2,3,2,3,3,4,1,3,3,3,3,3,3,4,7,6,5,1,1,0,1,3,"Male","Austria",3,3,1,1,1,0,1,1,1,0,1,1,1,1,1,NA,NA,0,1,1,1,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,0,NA
"2020-04-06 14:39:35 UTC",387,"English",1,0,0,0,0,0,1,3,5,5,4,5,5,5,4,4,4,5,5,3,2,4,3,4,2,2,4,2,2,4,2,2,3,1,3,1,5,3,4,3,3,4,1,2,5,7,8,9,1,12,0,1,4,"Male","Germany",3,3,1,NA,NA,0,1,0,1,0,1,NA,NA,NA,NA,1,0,0,1,1,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0,1,1,1,0,-2.5
"2020-04-06 14:42:32 UTC",388,"English",1,0,0,0,0,0,1,3,1,5,3,2,3,6,6,6,6,5,5,2,2,3,2,2,5,5,5,5,4,1,2,4,4,4,4,4,2,4,2,3,3,2,2,2,7,7,5,9,1,5,0,1,5,"Male","Germany",4,3,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,-2.1
"2020-04-06 14:43:50 UTC",389,"English",1,0,0,0,0,0,1,3,1,1,5,5,3,6,2,6,2,6,4,6,6,6,4,6,6,2,5,2,1,4,1,3,2,2,3,2,7,4,3,2,4,3,2,1,7,6,6,9,1,1,0,1,NA,"Male","Germany",3,5,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,2,0,-3.1
"2020-04-06 14:43:55 UTC",390,"English",1,0,0,0,0,0,1,3,3,5,1,5,1,4,2,5,2,6,4,2,2,2,5,4,2,2,2,3,2,3,1,2,4,2,2,1,5,3,2,3,NA,3,3,3,5,7,9,8,1,1,7,1,4,"Male","Germany",3,3,1,1,0,NA,NA,NA,NA,0,1,0,1,1,0,0,1,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,0,NA,NA,1,0,1,0,1,0,NA,NA,1,0,1,1,0,-3.8
"2020-04-06 14:45:28 UTC",391,"English",1,0,0,0,0,0,1,3,5,5,5,5,3,6,4,6,5,6,4,5,5,5,5,5,5,5,4,5,5,4,1,2,2,2,2,1,6,3,2,2,2,2,2,2,5,7,9,8,0,24,0,1,8,"Male","Germany",4,5,1,1,0,NA,NA,1,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,1,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,-3.6
"2020-04-06 14:45:29 UTC",392,"English",0,0,0,0,0,0,1,3,4,5,5,5,5,4,3,5,5,5,2,5,2,5,4,4,4,5,5,4,2,3,1,2,2,1,2,3,5,2,3,3,2,2,3,3,4,8,8,7,1,9,0,1,5,"Male","Germany",3,2,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,0,1,1,1,NA,NA,1,1,1,1,0,1,NA,NA,NA,NA,1,0,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,3,-2.9
"2020-04-06 14:53:26 UTC",393,"English",0,0,0,0,0,0,1,2,5,5,4,5,4,4,4,5,5,5,3,5,4,5,5,5,4,5,5,4,4,4,2,3,3,2,2,3,6,2,3,4,3,3,3,4,4,7,9,4,1,7,0,1,4,"Male","Germany",3,4,1,1,0,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,1,0,1,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,1,0,NA,NA,NA,NA,1,1,2,-3.5
"2020-04-06 14:54:00 UTC",394,"English",1,0,0,0,0,0,1,3,NA,4,5,5,5,4,5,4,4,6,3,5,5,5,5,5,5,4,5,5,5,4,2,2,2,3,3,2,6,4,4,4,4,2,2,2,6,9,9,8,1,10,0,1,5,"Male","Germany",4,4,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,2,NA
"2020-04-06 14:54:21 UTC",395,"English",0,0,0,0,0,0,1,3,1,5,5,5,2,6,5,6,6,6,5,4,5,3,5,5,5,5,4,5,6,3,1,1,3,2,3,3,5,3,1,3,1,3,2,3,6,6,8,8,1,30,6,1,9,"Male","Germany",4,4,1,NA,NA,0,1,1,0,NA,NA,1,0,NA,NA,1,0,0,1,1,0,NA,NA,NA,NA,1,0,NA,NA,0,1,1,0,NA,NA,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,-4.1
"2020-04-06 14:56:49 UTC",396,"English",1,0,0,0,0,0,1,2,3,4,4,4,2,4,3,2,2,5,2,5,5,3,4,4,3,2,3,3,4,4,1,2,2,2,3,2,5,3,3,3,3,3,2,4,5,7,9,7,1,20,1,0,6,"Male","Germany",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,NA,NA,0,1,1,2,0,NA
"2020-04-06 14:56:50 UTC",397,"English",0,0,0,0,0,0,1,2,4,5,5,4,4,4,3,3,5,6,3,5,5,5,4,5,5,4,5,5,5,4,2,2,2,2,2,2,6,3,3,3,3,2,2,3,5,NA,NA,NA,1,15,0,1,6,"Female","Germany",4,2,2,1,0,1,0,1,0,NA,NA,1,0,0,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0,1,1,0,NA,NA,NA,NA,0,1,0,1,1,1,1,-3.6
"2020-04-06 14:58:14 UTC",398,"English",0,0,0,0,0,0,1,3,NA,5,5,5,3,6,5,6,5,5,5,4,5,5,5,4,5,5,5,5,6,3,2,1,2,1,1,2,6,3,2,2,1,1,2,1,6,6,8,9,1,20,1,1,7,"Male","Switzerland",3,3,1,1,0,1,0,1,0,NA,NA,1,0,1,0,0,1,1,0,1,0,NA,NA,1,0,1,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1,0,1,0,1,0,NA,NA,1,0,1,0,0,-3.6
"2020-04-06 15:00:28 UTC",399,"English",1,0,0,0,0,0,1,3,3,4,4,5,5,6,5,5,5,5,4,5,4,5,5,5,5,5,5,5,6,4,1,1,2,1,2,2,6,4,1,2,1,2,2,3,6,9,9,9,1,12,3,1,6,"Male","Austria",4,3,1,1,0,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,NA,NA,1,0,NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,1,0,NA,NA,1,0,1,0,0,-2.9
"2020-04-06 15:01:25 UTC",400,"English",1,0,0,0,0,0,1,3,4,3,5,5,3,5,NA,5,4,6,3,3,4,5,6,4,6,3,5,5,4,3,1,3,3,2,4,3,4,2,3,3,3,2,2,2,5,6,5,6,1,3,0.5,0,2,"Male","Germany",3,2,1,1,0,NA,NA,0,1,NA,NA,1,0,1,0,1,0,1,0,1,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0,1,0,1,1,0,1,0,1,0,0,1,NA,NA,1,2,0,-2.6
"2020-04-06 15:02:42 UTC",401,"English",0,0,0,0,0,0,1,3,1,4,5,5,4,5,4,5,5,5,4,4,5,5,5,5,5,5,5,5,4,3,2,2,3,3,3,3,4,2,3,3,3,3,2,1,4,7,8,8,1,19,0,1,5,"Male","Germany",4,3,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,NA,NA,1,1,NA,NA,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,-2.6
"2020-04-06 15:03:03 UTC",402,"English",0,0,0,0,0,0,1,3,2,5,4,5,NA,4,4,6,5,6,3,6,3,4,4,4,5,4,5,4,3,3,2,2,3,3,2,2,5,2,3,3,3,2,2,3,4,8,8,8,1,NA,18,1,4,"Male","Germany",3,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,NA,NA,NA,NA,1,1,1,-2
"2020-04-06 15:03:21 UTC",403,"English",1,0,0,0,0,0,1,3,5,5,4,5,4,5,3,5,3,5,6,5,4,5,5,4,5,5,5,5,5,4,1,1,2,1,3,2,NA,NA,1,1,1,1,NA,1,NA,5,8,9,1,28,5,1,8,"Male","Switzerland",4,2,1,1,0,1,0,1,0,NA,NA,0,1,0,1,1,0,0,1,1,0,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,0,1,0,1,0,1,0,1,3,0,-3
"2020-04-06 15:03:51 UTC",404,"English",0,0,0,0,0,0,1,3,2,5,5,5,3,6,5,5,6,6,4,4,5,4,4,5,5,5,5,5,6,4,1,1,1,1,2,1,6,4,2,2,2,2,2,1,5,6,8,7,1,7,0,0,4,"Male","Germany",4,4,1,1,0,1,0,1,0,0,1,1,0,1,0,NA,NA,1,0,1,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0,1,1,0,1,0,1,0,NA,NA,1,0,NA,NA,0,1,1,0,0,-3.1
"2020-04-06 15:06:13 UTC",405,"English",0,0,0,0,0,0,1,3,5,2,4,2,3,5,3,5,3,5,4,2,1,5,1,3,1,2,5,3,1,1,2,3,4,4,4,4,4,3,3,2,2,2,2,3,4,8,8,6,1,1,1,0,5,"Female","Germany",3,2,2,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,2,-4.1
"2020-04-06 15:07:07 UTC",406,"English",0,0,0,0,0,0,1,3,3,5,5,5,4,5,4,6,4,6,3,4,4,5,6,6,5,3,3,4,3,3,1,3,3,1,2,NA,4,2,3,4,4,3,NA,3,4,8,9,7,1,7,0.5,1,5,"Male","Italy",5,2,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,0,1,0,1,1,1,NA,NA,1,1,NA,NA,NA,NA,0,1,0,1,NA,NA,0,1,1,1,NA,NA,1,1,0,1,1,1,1,1,2,-3.1
"2020-04-06 15:10:29 UTC",407,"English",0,0,0,0,0,0,1,3,1,5,5,5,3,5,4,5,4,5,3,4,3,4,5,5,5,5,5,5,3,3,1,3,3,2,3,2,4,3,3,2,2,2,2,1,4,8,9,8,1,24,5,1,6,"Male","Austria",3,4,1,1,0,1,0,NA,NA,1,0,NA,NA,1,0,1,0,0,1,1,0,NA,NA,1,0,1,0,NA,NA,0,1,0,1,NA,NA,0,1,1,0,1,0,NA,NA,NA,NA,0,1,1,2,0,-3.8
"2020-04-06 15:15:16 UTC",408,"English",1,0,0,0,0,0,1,3,1,4,5,4,2,6,4,5,5,5,4,5,5,4,5,5,4,4,4,4,3,3,1,2,2,1,2,2,5,2,3,3,3,3,3,2,2,8,9,6,1,15,10,1,5,"Male","Germany",4,3,1,1,1,1,1,1,1,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1,1,0,1,1,1,1,1,0,1,1,1,2,-3.4
"2020-04-06 15:18:18 UTC",409,"English",0,0,0,0,0,0,1,4,3,4,5,5,3,6,5,6,6,6,4,6,5,6,5,5,6,5,3,6,4,2,2,1,2,2,2,4,5,2,3,3,2,2,2,1,4,8,7,6,1,1,0,1,3,"Male","Germany",3,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,-3.6
"2020-04-06 15:19:58 UTC",410,"English",0,0,0,0,0,0,1,3,NA,5,3,5,5,6,5,6,5,6,5,4,4,4,4,4,5,5,4,5,5,1,3,2,3,2,2,1,6,4,1,1,1,1,1,2,6,7,6,8,1,20,2,1,7,"Male","Germany",4,6,1,1,0,1,0,1,0,NA,NA,1,0,1,0,NA,NA,1,0,1,0,NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,-3.1
"2020-04-06 15:30:10 UTC",411,"English",1,0,0,0,0,0,1,2,1,5,5,5,3,5,5,6,5,6,5,5,5,6,6,5,6,6,6,4,5,4,1,3,2,2,2,1,6,4,1,1,2,1,1,1,6,3,8,8,1,14,12,1,4,"Male","Germany",5,1,1,1,0,1,1,1,0,NA,NA,1,1,1,1,1,0,1,0,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,NA,NA,NA,NA,1,1,NA,-4.1
"2020-04-06 15:30:27 UTC",412,"English",0,0,0,0,0,0,1,4,2,5,5,4,4,6,6,6,5,6,6,5,4,4,5,5,5,4,5,5,4,3,2,2,3,2,3,2,4,2,2,2,2,2,2,2,4,5,5,5,1,25,0.3,1,8,"Male","Germany",4,4,1,1,0,NA,NA,1,0,NA,NA,1,0,1,0,1,0,1,0,1,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,1,0,0,1,NA,NA,1,0,0,1,1,0,NA,NA,NA,NA,1,1,0,-2.1
"2020-04-06 15:31:02 UTC",413,"English",1,0,0,0,0,0,1,3,NA,4,1,4,1,5,3,3,5,4,4,1,1,4,3,1,4,5,5,4,4,4,1,3,3,2,1,2,6,4,2,3,3,2,2,3,4,3,5,4,1,3,0,1,3,"Male","Germany",4,3,1,0,1,0,1,NA,NA,0,1,NA,NA,NA,NA,1,0,0,1,1,0,NA,NA,NA,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,NA,NA,1,0,1,1,0,-0.4
"2020-04-06 15:41:29 UTC",414,"English",1,0,0,0,0,0,1,3,4,3,3,5,2,6,6,6,6,6,5,4,2,4,5,5,4,4,5,4,6,3,1,1,3,3,2,1,5,4,1,2,2,2,1,2,6,7,8,9,1,24,3,1,7,"Male","Germany",4,4,1,1,0,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,NA,0,1,1,0,NA,NA,1,0,NA,NA,NA,NA,0,1,NA,NA,1,0,NA,NA,1,0,1,0,1,0,NA,NA,1,0,1,1,0,0
"2020-04-06 15:42:40 UTC",415,"English",1,0,0,0,0,0,1,3,5,5,5,4,3,5,4,6,3,6,4,5,5,5,5,5,6,6,5,6,6,2,1,1,2,1,2,1,6,3,2,2,1,1,1,1,6,8,8,9,1,17,1,1,6,"Male","Germany",4,2,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,-2.5
"2020-04-06 15:54:36 UTC",416,"English",0,0,0,0,0,0,1,3,1,4,5,5,3,6,4,5,4,6,5,5,5,4,5,4,5,4,4,4,5,2,1,1,2,1,1,1,5,2,1,2,1,1,1,1,5,6,8,8,1,20,0,1,6,"Male","Germany",4,3,1,NA,NA,0,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,NA,NA,1,1,2,-3.6
"2020-04-06 15:58:32 UTC",417,"English",1,0,0,0,0,0,1,3,5,4,5,5,2,6,5,5,6,6,5,4,3,5,4,5,5,3,5,3,5,3,2,3,2,1,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,9,9,7,1,8,0,1,2,"Male","Germany",3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,3,0,NA
"2020-04-06 15:59:19 UTC",418,"English",0,0,0,0,0,0,1,3,1,5,5,5,1,6,5,6,6,5,4,4,5,4,4,4,4,5,6,5,4,2,1,3,4,4,3,4,4,2,3,3,1,4,3,2,4,7,5,6,1,4,0,0,3,"Male","Germany",3,2,1,1,0,1,0,1,0,0,1,NA,NA,NA,NA,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,1,0,1,1,2,0,-4.1
"2020-04-06 16:02:04 UTC",419,"English",0,0,0,0,0,0,1,3,4,5,5,5,5,6,4,5,3,6,6,6,6,6,5,5,6,6,5,5,6,5,1,5,5,1,1,1,7,5,1,1,5,1,1,1,7,10,10,10,1,10,3,1,3,"Male","Germany",3,6,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1,0,1,0,1,0,1,0,0,1,NA,NA,1,0,0,1,1,1,0,-2.5
"2020-04-06 16:02:55 UTC",420,"English",1,0,0,0,0,0,1,4,1,5,5,5,5,6,5,6,5,6,6,5,4,4,5,4,2,1,4,1,4,4,4,2,2,1,2,1,6,4,2,2,2,1,1,3,7,6,8,7,0,10,0,1,5,"Female","Switzerland",4,5,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,NA
